plaque_immatriculation,origine,destination,date_heure_depart,duree_minutes,economie_co2_kg
VA-2024-004,Palais des Congrès,Zone Industrielle,2025-11-28 18:39:25,26,3.17
VA-2024-004,Zone Industrielle,Centre Ville,2025-11-29 08:19:25,45,1.8
VA-2024-004,Quartier Khezama,Sousse Sud,2025-11-29 17:41:25,21,1.3
VA-2024-004,Aéroport Monastir,Quartier Khezama,2025-11-29 22:58:25,40,2.19
VA-2024-004,Gare Ferroviaire,Médina,2025-11-29 10:39:25,42,0.74
VA-2024-004,Gare Ferroviaire,Place Farhat Hached,2025-11-29 13:06:25,43,0.46
VA-2024-004,Place Farhat Hached,Zone Industrielle,2025-11-29 18:46:25,13,0.86
VA-2024-004,Centre Ville,Corniche,2025-11-29 06:06:25,39,2.34
VA-2024-004,Place Farhat Hached,Centre Ville,2025-11-29 19:44:25,39,2.23
VA-2024-004,Stade Olympique,Corniche,2025-11-29 12:09:25,26,2.43
VA-2024-004,Zone Industrielle,Gare Ferroviaire,2025-11-30 08:34:25,37,3.06
VA-2024-004,Place Farhat Hached,Palais des Congrès,2025-11-30 14:12:25,42,2.91
VA-2024-004,Port de Sousse,Centre Ville,2025-11-30 12:18:25,14,0.23
VA-2024-004,Stade Olympique,Campus Universitaire,2025-11-30 21:24:25,16,1.87
VA-2024-004,Port de Sousse,Aéroport Monastir,2025-11-30 07:09:25,22,2.06
VA-2024-004,Médina,Palais des Congrès,2025-11-30 08:34:25,19,3.23
VA-2024-004,Hôpital Universitaire,Médina,2025-11-30 20:30:25,42,1.19
VA-2024-004,Médina,Sousse Nord,2025-12-01 13:18:25,43,1.99
VA-2024-004,Médina,Centre Ville,2025-12-01 09:14:25,22,0.99
VA-2024-004,Place Farhat Hached,Campus Universitaire,2025-12-01 09:03:25,26,3.03
VA-2024-004,Port de Sousse,Corniche,2025-12-01 19:38:25,36,0.41
VA-2024-004,Place Farhat Hached,Stade Olympique,2025-12-01 20:06:25,24,3.59
VA-2024-004,Médina,Quartier Khezama,2025-12-01 08:01:25,36,2.53
VA-2024-004,Sousse Nord,Hôpital Universitaire,2025-12-01 09:05:25,44,2.95
VA-2024-004,Sousse Sud,Médina,2025-12-01 17:45:25,26,3.25
VA-2024-004,Centre Ville,Corniche,2025-12-01 13:17:25,37,4.11
VA-2024-004,Gare Ferroviaire,Aéroport Monastir,2025-12-02 21:04:25,31,1.13
VA-2024-004,Gare Ferroviaire,Campus Universitaire,2025-12-02 16:19:25,27,1.56
VA-2024-004,Campus Universitaire,Aéroport Monastir,2025-12-02 12:20:25,11,1.93
VA-2024-004,Sousse Sud,Centre Ville,2025-12-02 18:48:25,44,0.38
VA-2024-004,Place Farhat Hached,Corniche,2025-12-02 09:27:25,19,1.54
VA-2024-004,Sousse Sud,Port de Sousse,2025-12-02 15:26:25,45,1.46
VA-2024-004,Centre Ville,Hôpital Universitaire,2025-12-02 17:20:25,43,2.48
VA-2024-004,Port de Sousse,Hôpital Universitaire,2025-12-02 08:12:25,19,3.81
VA-2024-004,Campus Universitaire,Palais des Congrès,2025-12-02 15:36:25,30,2.33
VA-2024-004,Quartier Khezama,Corniche,2025-12-02 15:58:25,49,2.41
VA-2024-004,Quartier Khezama,Gare Ferroviaire,2025-12-02 15:47:25,50,1.59
VA-2024-004,Corniche,Centre Ville,2025-12-03 09:14:25,50,0.94
VA-2024-004,Gare Ferroviaire,Sousse Nord,2025-12-03 14:27:25,32,3.98
VA-2024-004,Sousse Nord,Hôpital Universitaire,2025-12-03 13:04:25,33,1.39
VA-2024-004,Sousse Nord,Stade Olympique,2025-12-03 13:24:25,43,3.29
VA-2024-004,Gare Ferroviaire,Centre Ville,2025-12-03 15:37:25,29,2.14
VA-2024-004,Place Farhat Hached,Campus Universitaire,2025-12-03 10:37:25,31,0.73
VA-2024-004,Corniche,Zone Industrielle,2025-12-03 20:28:25,28,1.5
VA-2024-004,Zone Industrielle,Corniche,2025-12-03 15:44:25,21,0.66
VA-2024-004,Médina,Quartier Khezama,2025-12-03 22:47:25,15,1.03
VA-2024-004,Place Farhat Hached,Centre Ville,2025-12-03 06:44:25,47,2.82
VA-2024-004,Port de Sousse,Palais des Congrès,2025-12-03 22:39:25,24,2.59
VA-2024-004,Centre Ville,Sousse Nord,2025-12-04 17:48:25,17,1.28
VA-2024-004,Médina,Gare Ferroviaire,2025-12-04 08:59:25,15,1.92
VA-2024-004,Quartier Khezama,Sousse Nord,2025-12-04 12:21:25,11,1.4
VA-2024-004,Aéroport Monastir,Centre Ville,2025-12-04 10:23:25,42,0.37
VA-2024-004,Hôpital Universitaire,Campus Universitaire,2025-12-04 15:07:25,31,3.42
VA-2024-004,Port de Sousse,Centre Ville,2025-12-04 16:49:25,46,0.24
VA-2024-004,Sousse Nord,Corniche,2025-12-04 10:50:25,41,1.97
VA-2024-004,Place Farhat Hached,Stade Olympique,2025-12-05 16:39:25,28,0.72
VA-2024-004,Sousse Nord,Place Farhat Hached,2025-12-05 12:08:25,50,2.93
VA-2024-004,Sousse Nord,Corniche,2025-12-05 10:26:25,24,1.87
VA-2024-004,Campus Universitaire,Quartier Khezama,2025-12-05 22:44:25,14,3.01
VA-2024-004,Médina,Palais des Congrès,2025-12-05 11:25:25,12,0.28
VA-2024-004,Hôpital Universitaire,Médina,2025-12-05 06:19:25,15,1.83
VA-2024-004,Médina,Corniche,2025-12-05 21:38:25,22,0.29
VA-2024-004,Hôpital Universitaire,Palais des Congrès,2025-12-05 09:16:25,35,3.13
VA-2024-004,Quartier Khezama,Sousse Nord,2025-12-05 10:20:25,41,1.18
VA-2024-004,Hôpital Universitaire,Aéroport Monastir,2025-12-06 10:23:25,30,2.13
VA-2024-004,Palais des Congrès,Corniche,2025-12-06 12:11:25,37,4.03
VA-2024-004,Gare Ferroviaire,Campus Universitaire,2025-12-06 14:22:25,32,0.94
VA-2024-004,Médina,Stade Olympique,2025-12-06 22:20:25,15,1.22
VA-2024-004,Stade Olympique,Sousse Sud,2025-12-06 18:51:25,38,3.43
VA-2024-004,Aéroport Monastir,Corniche,2025-12-06 07:38:25,37,2.69
VA-2024-004,Gare Ferroviaire,Sousse Nord,2025-12-06 17:49:25,26,1.64
VA-2024-004,Sousse Nord,Hôpital Universitaire,2025-12-06 10:54:25,38,3.23
VA-2024-004,Gare Ferroviaire,Place Farhat Hached,2025-12-07 09:36:25,11,2.08
VA-2024-004,Zone Industrielle,Gare Ferroviaire,2025-12-07 11:15:25,39,0.47
VA-2024-004,Port de Sousse,Sousse Sud,2025-12-07 09:41:25,17,3.05
VA-2024-004,Quartier Khezama,Sousse Nord,2025-12-07 13:06:25,37,2.16
VA-2024-004,Sousse Nord,Palais des Congrès,2025-12-07 13:42:25,36,0.35
VA-2024-004,Sousse Sud,Palais des Congrès,2025-12-07 10:39:25,19,0.78
VA-2024-004,Corniche,Gare Ferroviaire,2025-12-07 12:45:25,20,3.21
VA-2024-004,Sousse Sud,Stade Olympique,2025-12-07 08:24:25,48,2.23
VA-2024-004,Médina,Sousse Sud,2025-12-07 16:23:25,20,1.96
VA-2024-004,Stade Olympique,Zone Industrielle,2025-12-07 22:48:25,33,2.28
VA-2024-004,Palais des Congrès,Place Farhat Hached,2025-12-07 06:42:25,48,0.89
VA-2024-004,Place Farhat Hached,Campus Universitaire,2025-12-08 13:17:25,45,1.73
VA-2024-004,Corniche,Palais des Congrès,2025-12-08 22:06:25,26,2.58
VA-2024-004,Port de Sousse,Quartier Khezama,2025-12-08 15:50:25,48,1.32
VA-2024-004,Gare Ferroviaire,Campus Universitaire,2025-12-08 08:29:25,39,2.62
VA-2024-004,Quartier Khezama,Médina,2025-12-08 12:43:25,12,1.59
VA-2024-004,Place Farhat Hached,Port de Sousse,2025-12-09 18:16:25,41,2.9
VA-2024-004,Campus Universitaire,Place Farhat Hached,2025-12-09 16:02:25,36,0.3
VA-2024-004,Centre Ville,Palais des Congrès,2025-12-09 14:06:25,17,1.99
VA-2024-004,Sousse Nord,Quartier Khezama,2025-12-09 07:55:25,44,1.41
VA-2024-004,Quartier Khezama,Stade Olympique,2025-12-09 20:53:25,14,3.11
VA-2024-004,Centre Ville,Stade Olympique,2025-12-09 14:53:25,48,1.62
VA-2024-004,Place Farhat Hached,Zone Industrielle,2025-12-09 08:10:25,35,2.59
VA-2024-004,Campus Universitaire,Hôpital Universitaire,2025-12-09 18:01:25,23,2.87
VA-2024-004,Aéroport Monastir,Centre Ville,2025-12-09 20:10:25,21,1.42
VA-2024-004,Campus Universitaire,Zone Industrielle,2025-12-10 11:53:25,43,0.59
VA-2024-004,Sousse Nord,Aéroport Monastir,2025-12-10 09:24:25,46,2.26
VA-2024-004,Hôpital Universitaire,Aéroport Monastir,2025-12-10 16:24:25,29,2.32
VA-2024-004,Corniche,Campus Universitaire,2025-12-10 21:20:25,40,2.56
VA-2024-004,Gare Ferroviaire,Aéroport Monastir,2025-12-10 18:46:25,16,3.21
VA-2024-004,Port de Sousse,Zone Industrielle,2025-12-11 07:52:25,47,1.21
VA-2024-004,Stade Olympique,Zone Industrielle,2025-12-11 11:26:25,13,3.11
VA-2024-004,Centre Ville,Gare Ferroviaire,2025-12-11 16:14:25,42,0.6
VA-2024-004,Corniche,Médina,2025-12-11 07:15:25,32,1.99
VA-2024-004,Palais des Congrès,Quartier Khezama,2025-12-11 17:44:25,41,2.31
VA-2024-004,Hôpital Universitaire,Centre Ville,2025-12-11 17:59:25,16,2.69
VA-2024-004,Zone Industrielle,Quartier Khezama,2025-12-11 09:39:25,43,1.98
VA-2024-004,Quartier Khezama,Sousse Sud,2025-12-11 14:35:25,46,1.55
VA-2024-004,Sousse Sud,Zone Industrielle,2025-12-11 15:31:25,22,0.3
VA-2024-004,Port de Sousse,Corniche,2025-12-11 19:54:25,14,2.86
VA-2024-004,Médina,Gare Ferroviaire,2025-12-12 13:14:25,21,3.14
VA-2024-004,Centre Ville,Palais des Congrès,2025-12-12 16:19:25,44,1.69
VA-2024-004,Sousse Nord,Médina,2025-12-12 06:14:25,39,3.42
VA-2024-004,Place Farhat Hached,Centre Ville,2025-12-12 15:36:25,30,0.45
VA-2024-004,Zone Industrielle,Gare Ferroviaire,2025-12-12 12:53:25,33,3.32
VA-2024-004,Port de Sousse,Stade Olympique,2025-12-12 17:38:25,34,2.67
VA-2024-004,Gare Ferroviaire,Centre Ville,2025-12-12 09:39:25,32,2.71
VA-2024-004,Campus Universitaire,Stade Olympique,2025-12-12 14:29:25,16,1.87
VA-2024-004,Gare Ferroviaire,Port de Sousse,2025-12-12 19:46:25,15,0.86
VA-2024-004,Zone Industrielle,Campus Universitaire,2025-12-12 11:10:25,26,0.5
VA-2024-004,Centre Ville,Palais des Congrès,2025-12-12 16:01:25,50,3.83
VA-2024-004,Centre Ville,Gare Ferroviaire,2025-12-12 13:24:25,46,3.58
VA-2024-004,Sousse Sud,Port de Sousse,2025-12-13 12:56:25,35,1.67
VA-2024-004,Sousse Sud,Médina,2025-12-13 12:42:25,29,0.52
VA-2024-004,Sousse Nord,Zone Industrielle,2025-12-13 12:50:25,15,3.68
VA-2024-004,Centre Ville,Médina,2025-12-13 19:23:25,34,2.81
VA-2024-004,Gare Ferroviaire,Médina,2025-12-13 16:26:25,20,3.55
VA-2024-004,Corniche,Gare Ferroviaire,2025-12-13 22:35:25,44,2.48
VA-2024-004,Place Farhat Hached,Port de Sousse,2025-12-13 12:58:25,48,1.18
VA-2024-005,Quartier Khezama,Aéroport Monastir,2025-11-13 07:59:25,41,2.27
VA-2024-005,Médina,Quartier Khezama,2025-11-13 10:42:25,25,2.2
VA-2024-005,Palais des Congrès,Hôpital Universitaire,2025-11-13 09:57:25,41,3.06
VA-2024-005,Gare Ferroviaire,Quartier Khezama,2025-11-13 18:13:25,20,0.27
VA-2024-005,Sousse Sud,Médina,2025-11-13 15:44:25,42,0.72
VA-2024-005,Place Farhat Hached,Hôpital Universitaire,2025-11-13 10:03:25,38,1.16
VA-2024-005,Quartier Khezama,Sousse Sud,2025-11-13 14:20:25,45,3.18
VA-2024-005,Campus Universitaire,Corniche,2025-11-14 13:09:25,32,0.27
VA-2024-005,Stade Olympique,Palais des Congrès,2025-11-14 18:29:25,12,2.29
VA-2024-005,Gare Ferroviaire,Campus Universitaire,2025-11-14 14:45:25,28,3.04
VA-2024-005,Sousse Nord,Place Farhat Hached,2025-11-14 17:06:25,36,2.04
VA-2024-005,Palais des Congrès,Campus Universitaire,2025-11-14 21:15:25,12,2.0
VA-2024-005,Gare Ferroviaire,Quartier Khezama,2025-11-14 21:55:25,24,1.04
VA-2024-005,Port de Sousse,Corniche,2025-11-15 21:24:25,41,0.93
VA-2024-005,Port de Sousse,Place Farhat Hached,2025-11-15 06:14:25,25,1.28
VA-2024-005,Gare Ferroviaire,Place Farhat Hached,2025-11-15 13:14:25,40,1.76
VA-2024-005,Corniche,Campus Universitaire,2025-11-15 16:33:25,34,0.33
VA-2024-005,Quartier Khezama,Stade Olympique,2025-11-15 08:44:25,21,2.59
VA-2024-005,Médina,Hôpital Universitaire,2025-11-15 14:36:25,26,1.95
VA-2024-005,Corniche,Stade Olympique,2025-11-16 07:24:25,36,1.21
VA-2024-005,Place Farhat Hached,Palais des Congrès,2025-11-16 22:41:25,41,4.13
VA-2024-005,Gare Ferroviaire,Quartier Khezama,2025-11-16 16:31:25,44,2.55
VA-2024-005,Aéroport Monastir,Place Farhat Hached,2025-11-16 14:11:25,23,1.78
VA-2024-005,Stade Olympique,Médina,2025-11-16 13:28:25,20,1.91
VA-2024-005,Zone Industrielle,Sousse Sud,2025-11-16 21:46:25,36,0.37
VA-2024-005,Port de Sousse,Médina,2025-11-16 09:02:25,15,0.56
VA-2024-005,Aéroport Monastir,Campus Universitaire,2025-11-16 20:17:25,32,1.07
VA-2024-005,Sousse Nord,Gare Ferroviaire,2025-11-16 22:02:25,32,2.03
VA-2024-005,Corniche,Zone Industrielle,2025-11-16 06:51:25,29,2.5
VA-2024-005,Hôpital Universitaire,Zone Industrielle,2025-11-16 09:31:25,23,1.27
VA-2024-005,Campus Universitaire,Zone Industrielle,2025-11-17 12:33:25,42,3.45
VA-2024-005,Quartier Khezama,Corniche,2025-11-17 09:06:25,28,1.51
VA-2024-005,Aéroport Monastir,Place Farhat Hached,2025-11-17 12:54:25,43,2.97
VA-2024-005,Médina,Place Farhat Hached,2025-11-17 09:17:25,42,2.84
VA-2024-005,Sousse Nord,Place Farhat Hached,2025-11-17 10:30:25,12,0.82
VA-2024-005,Zone Industrielle,Sousse Sud,2025-11-17 06:20:25,27,1.83
VA-2024-005,Hôpital Universitaire,Gare Ferroviaire,2025-11-17 16:40:25,11,2.03
VA-2024-005,Port de Sousse,Centre Ville,2025-11-17 22:59:25,23,3.33
VA-2024-005,Médina,Palais des Congrès,2025-11-17 16:04:25,19,3.28
VA-2024-005,Stade Olympique,Médina,2025-11-17 19:22:25,33,3.48
VA-2024-005,Place Farhat Hached,Zone Industrielle,2025-11-18 20:53:25,12,1.35
VA-2024-005,Hôpital Universitaire,Zone Industrielle,2025-11-18 15:05:25,35,1.29
VA-2024-005,Sousse Nord,Port de Sousse,2025-11-18 07:52:25,20,3.31
VA-2024-005,Gare Ferroviaire,Sousse Sud,2025-11-18 09:00:25,46,0.55
VA-2024-005,Campus Universitaire,Sousse Nord,2025-11-18 06:14:25,10,2.71
VA-2024-005,Quartier Khezama,Gare Ferroviaire,2025-11-18 09:56:25,31,1.03
VA-2024-005,Centre Ville,Hôpital Universitaire,2025-11-18 20:14:25,21,1.92
VA-2024-005,Centre Ville,Sousse Sud,2025-11-18 15:37:25,44,0.51
VA-2024-005,Port de Sousse,Centre Ville,2025-11-18 17:47:25,23,2.61
VA-2024-005,Aéroport Monastir,Stade Olympique,2025-11-18 14:54:25,27,0.67
VA-2024-005,Quartier Khezama,Centre Ville,2025-11-18 12:19:25,34,2.98
VA-2024-005,Sousse Nord,Stade Olympique,2025-11-18 08:06:25,13,2.85
VA-2024-005,Palais des Congrès,Sousse Nord,2025-11-19 09:02:25,15,2.67
VA-2024-005,Aéroport Monastir,Campus Universitaire,2025-11-19 07:11:25,42,1.42
VA-2024-005,Sousse Nord,Corniche,2025-11-19 19:30:25,13,1.36
VA-2024-005,Place Farhat Hached,Port de Sousse,2025-11-19 16:05:25,50,0.76
VA-2024-005,Hôpital Universitaire,Campus Universitaire,2025-11-19 15:44:25,46,2.64
VA-2024-005,Centre Ville,Place Farhat Hached,2025-11-20 12:50:25,17,3.69
VA-2024-005,Sousse Nord,Sousse Sud,2025-11-20 17:32:25,10,2.27
VA-2024-005,Gare Ferroviaire,Quartier Khezama,2025-11-20 08:16:25,48,2.41
VA-2024-005,Corniche,Stade Olympique,2025-11-20 09:47:25,45,3.01
VA-2024-005,Médina,Centre Ville,2025-11-20 06:08:25,12,0.76
VA-2024-005,Aéroport Monastir,Stade Olympique,2025-11-20 08:23:25,29,2.17
VA-2024-005,Aéroport Monastir,Sousse Nord,2025-11-21 09:23:25,28,0.68
VA-2024-005,Stade Olympique,Hôpital Universitaire,2025-11-21 14:00:25,20,2.27
VA-2024-005,Sousse Nord,Stade Olympique,2025-11-21 07:33:25,47,3.27
VA-2024-005,Quartier Khezama,Aéroport Monastir,2025-11-21 08:51:25,22,3.81
VA-2024-005,Sousse Nord,Stade Olympique,2025-11-21 11:24:25,38,3.62
VA-2024-005,Gare Ferroviaire,Palais des Congrès,2025-11-21 06:56:25,17,3.02
VA-2024-005,Palais des Congrès,Sousse Sud,2025-11-21 21:27:25,39,1.68
VA-2024-005,Sousse Sud,Quartier Khezama,2025-11-21 06:46:25,40,1.49
VA-2024-005,Corniche,Port de Sousse,2025-11-21 21:58:25,36,0.9
VA-2024-005,Corniche,Campus Universitaire,2025-11-22 10:20:25,35,0.29
VA-2024-005,Médina,Aéroport Monastir,2025-11-22 09:05:25,25,3.0
VA-2024-005,Stade Olympique,Sousse Nord,2025-11-22 10:33:25,20,4.01
VA-2024-005,Campus Universitaire,Centre Ville,2025-11-22 22:48:25,31,0.66
VA-2024-005,Quartier Khezama,Zone Industrielle,2025-11-22 14:14:25,36,3.26
VA-2024-005,Stade Olympique,Quartier Khezama,2025-11-22 10:32:25,17,3.15
VA-2024-005,Stade Olympique,Sousse Nord,2025-11-22 06:27:25,38,0.51
VA-2024-005,Campus Universitaire,Médina,2025-11-22 15:18:25,40,2.53
VA-2024-005,Campus Universitaire,Quartier Khezama,2025-11-22 13:08:25,28,1.65
VA-2024-005,Gare Ferroviaire,Sousse Nord,2025-11-22 12:49:25,40,0.57
VA-2024-005,Zone Industrielle,Quartier Khezama,2025-11-22 09:24:25,14,1.74
VA-2024-005,Centre Ville,Zone Industrielle,2025-11-22 10:10:25,33,3.49
VA-2024-005,Quartier Khezama,Sousse Nord,2025-11-23 10:38:25,38,1.95
VA-2024-005,Sousse Sud,Stade Olympique,2025-11-23 07:52:25,23,1.74
VA-2024-005,Stade Olympique,Sousse Nord,2025-11-23 10:37:25,49,1.47
VA-2024-005,Hôpital Universitaire,Palais des Congrès,2025-11-23 06:37:25,35,3.89
VA-2024-005,Zone Industrielle,Campus Universitaire,2025-11-23 18:08:25,13,0.33
VA-2024-005,Médina,Hôpital Universitaire,2025-11-23 20:52:25,46,1.21
VA-2024-005,Zone Industrielle,Médina,2025-11-24 12:51:25,24,0.81
VA-2024-005,Port de Sousse,Stade Olympique,2025-11-24 13:46:25,44,1.35
VA-2024-005,Gare Ferroviaire,Sousse Sud,2025-11-24 22:26:25,21,1.78
VA-2024-005,Port de Sousse,Quartier Khezama,2025-11-24 18:53:25,31,1.64
VA-2024-005,Aéroport Monastir,Gare Ferroviaire,2025-11-24 18:56:25,13,2.3
VA-2024-005,Stade Olympique,Gare Ferroviaire,2025-11-24 17:56:25,34,1.7
VA-2024-005,Sousse Nord,Zone Industrielle,2025-11-25 10:35:25,21,1.71
VA-2024-005,Aéroport Monastir,Hôpital Universitaire,2025-11-25 09:57:25,32,1.5
VA-2024-005,Stade Olympique,Sousse Nord,2025-11-25 22:29:25,41,1.26
VA-2024-005,Médina,Palais des Congrès,2025-11-25 21:15:25,19,2.56
VA-2024-005,Centre Ville,Médina,2025-11-25 20:04:25,29,3.76
VA-2024-005,Corniche,Place Farhat Hached,2025-11-25 22:32:25,27,1.99
VA-2024-005,Corniche,Hôpital Universitaire,2025-11-26 17:53:25,12,4.14
VA-2024-005,Place Farhat Hached,Quartier Khezama,2025-11-26 18:41:25,23,2.7
VA-2024-005,Aéroport Monastir,Hôpital Universitaire,2025-11-26 06:14:25,39,2.84
VA-2024-005,Sousse Sud,Place Farhat Hached,2025-11-26 14:41:25,30,3.53
VA-2024-005,Sousse Sud,Quartier Khezama,2025-11-26 06:59:25,43,0.49
VA-2024-005,Palais des Congrès,Stade Olympique,2025-11-26 12:34:25,22,3.3
VA-2024-005,Sousse Nord,Médina,2025-11-26 22:21:25,49,2.56
VA-2024-005,Gare Ferroviaire,Hôpital Universitaire,2025-11-26 10:59:25,11,3.01
VA-2024-005,Campus Universitaire,Zone Industrielle,2025-11-26 12:23:25,19,1.02
VA-2024-005,Port de Sousse,Quartier Khezama,2025-11-26 15:32:25,45,1.87
VA-2024-005,Port de Sousse,Palais des Congrès,2025-11-26 22:29:25,13,0.93
VA-2024-005,Sousse Sud,Aéroport Monastir,2025-11-27 13:05:25,49,2.17
VA-2024-005,Gare Ferroviaire,Zone Industrielle,2025-11-27 17:08:25,16,0.81
VA-2024-005,Palais des Congrès,Corniche,2025-11-27 06:22:25,47,1.81
VA-2024-005,Stade Olympique,Port de Sousse,2025-11-27 13:08:25,50,1.65
VA-2024-005,Hôpital Universitaire,Gare Ferroviaire,2025-11-27 18:17:25,11,3.47
VA-2024-005,Médina,Campus Universitaire,2025-11-27 07:03:25,19,1.89
VA-2024-005,Corniche,Zone Industrielle,2025-11-27 06:58:25,23,0.75
VA-2024-005,Stade Olympique,Sousse Nord,2025-11-27 19:44:25,17,1.34
VA-2024-005,Port de Sousse,Corniche,2025-11-27 07:36:25,25,0.7
VA-2024-005,Sousse Nord,Zone Industrielle,2025-11-27 08:05:25,50,1.12
VA-2024-005,Port de Sousse,Campus Universitaire,2025-11-27 08:07:25,32,0.95
VA-2024-005,Quartier Khezama,Sousse Sud,2025-11-27 20:12:25,17,2.93
VA-2024-005,Hôpital Universitaire,Aéroport Monastir,2025-11-28 12:09:25,18,1.01
VA-2024-005,Médina,Campus Universitaire,2025-11-28 12:51:25,45,0.8
VA-2024-005,Médina,Sousse Nord,2025-11-28 18:51:25,50,0.53
VA-2024-005,Gare Ferroviaire,Stade Olympique,2025-11-28 19:19:25,49,3.41
VA-2024-005,Gare Ferroviaire,Médina,2025-11-28 06:48:25,46,0.33
VA-2024-005,Sousse Sud,Quartier Khezama,2025-11-28 17:23:25,41,2.25
VA-2024-005,Quartier Khezama,Sousse Sud,2025-11-28 20:34:25,23,3.58
VA-2024-005,Sousse Sud,Quartier Khezama,2025-11-28 15:30:25,37,1.56
VA-2024-005,Zone Industrielle,Sousse Sud,2025-11-28 14:19:25,13,4.24
VA-2024-005,Quartier Khezama,Gare Ferroviaire,2025-11-29 13:50:25,45,3.29
VA-2024-005,Zone Industrielle,Corniche,2025-11-29 15:01:25,37,2.1
VA-2024-005,Aéroport Monastir,Place Farhat Hached,2025-11-29 20:45:25,39,3.91
VA-2024-005,Centre Ville,Médina,2025-11-29 07:43:25,15,2.94
VA-2024-005,Centre Ville,Sousse Nord,2025-11-29 17:17:25,34,2.6
VA-2024-005,Port de Sousse,Médina,2025-11-30 22:38:25,30,0.97
VA-2024-005,Place Farhat Hached,Quartier Khezama,2025-11-30 21:55:25,39,3.12
VA-2024-005,Place Farhat Hached,Quartier Khezama,2025-11-30 22:14:25,20,1.82
VA-2024-005,Campus Universitaire,Hôpital Universitaire,2025-11-30 22:31:25,22,3.7
VA-2024-005,Gare Ferroviaire,Quartier Khezama,2025-11-30 16:12:25,29,3.21
VA-2024-005,Stade Olympique,Sousse Nord,2025-12-01 09:12:25,36,3.36
VA-2024-005,Gare Ferroviaire,Zone Industrielle,2025-12-01 13:38:25,32,3.93
VA-2024-005,Stade Olympique,Sousse Sud,2025-12-01 17:31:25,21,2.25
VA-2024-005,Quartier Khezama,Palais des Congrès,2025-12-01 22:10:25,37,3.66
VA-2024-005,Place Farhat Hached,Stade Olympique,2025-12-01 06:49:25,43,2.11
VA-2024-005,Médina,Aéroport Monastir,2025-12-01 17:30:25,15,3.71
VA-2024-005,Place Farhat Hached,Gare Ferroviaire,2025-12-01 14:29:25,45,3.04
VA-2024-005,Zone Industrielle,Gare Ferroviaire,2025-12-01 07:51:25,10,0.7
VA-2024-005,Campus Universitaire,Sousse Nord,2025-12-01 22:30:25,25,0.46
VA-2024-005,Stade Olympique,Campus Universitaire,2025-12-01 13:43:25,21,1.46
VA-2024-005,Corniche,Hôpital Universitaire,2025-12-01 17:10:25,47,1.14
VA-2024-005,Campus Universitaire,Centre Ville,2025-12-01 21:59:25,23,2.21
VA-2024-005,Campus Universitaire,Centre Ville,2025-12-02 16:22:25,42,1.75
VA-2024-005,Hôpital Universitaire,Centre Ville,2025-12-02 17:51:25,11,2.34
VA-2024-005,Palais des Congrès,Gare Ferroviaire,2025-12-02 18:44:25,17,3.04
VA-2024-005,Place Farhat Hached,Port de Sousse,2025-12-02 20:23:25,11,0.78
VA-2024-005,Stade Olympique,Hôpital Universitaire,2025-12-02 17:40:25,38,2.99
VA-2024-005,Aéroport Monastir,Corniche,2025-12-02 06:42:25,31,3.8
VA-2024-005,Sousse Sud,Centre Ville,2025-12-02 21:26:25,22,3.89
VA-2024-005,Palais des Congrès,Centre Ville,2025-12-02 10:29:25,26,4.14
VA-2024-005,Sousse Sud,Aéroport Monastir,2025-12-02 22:50:25,40,3.08
VA-2024-005,Centre Ville,Port de Sousse,2025-12-02 16:52:25,32,0.25
VA-2024-005,Campus Universitaire,Aéroport Monastir,2025-12-02 22:14:25,11,1.83
VA-2024-005,Place Farhat Hached,Aéroport Monastir,2025-12-02 18:16:25,12,1.31
VA-2024-005,Stade Olympique,Centre Ville,2025-12-03 16:06:25,26,2.26
VA-2024-005,Corniche,Stade Olympique,2025-12-03 07:45:25,10,3.79
VA-2024-005,Hôpital Universitaire,Médina,2025-12-03 21:35:25,42,1.38
VA-2024-005,Zone Industrielle,Sousse Sud,2025-12-03 18:39:25,21,3.73
VA-2024-005,Port de Sousse,Médina,2025-12-03 21:46:25,35,3.64
VA-2024-005,Corniche,Quartier Khezama,2025-12-03 17:55:25,16,4.26
VA-2024-005,Campus Universitaire,Palais des Congrès,2025-12-03 15:49:25,11,1.48
VA-2024-005,Palais des Congrès,Corniche,2025-12-03 22:01:25,10,1.6
VA-2024-005,Centre Ville,Place Farhat Hached,2025-12-03 17:09:25,30,3.48
VA-2024-005,Corniche,Sousse Nord,2025-12-04 20:35:25,22,0.93
VA-2024-005,Quartier Khezama,Sousse Nord,2025-12-04 16:15:25,21,1.68
